distance x,distance y,velocity x,velocity y
25.14214878,65.14401362,5.69424345,-0.039371659
49.53669793,67.55608134,5.69010563,-3.30988058
25.14277712,70.73825707,5.59424345,0.000628341
46.18681735,73.14618697,5.59010563,-3.34988058
25.10340546,76.23250052,5.49424345,-0.039371659
42.79693677,78.6362926,5.49010563,-3.38988058
25.1040338,81.62674397,5.39424345,0.000628341
39.36705619,84.02639823,5.39010563,-3.42988058
25.06466214,86.92098742,5.29424345,-0.039371659
35.89717561,89.31650386,5.29010563,-3.46988058
214.7095377,415.216807,5.266805452,0.012230102
25.06529048,92.11523087,5.19424345,0.000628341
32.38729503,94.50660949,5.19010563,-3.50988058
214.6973076,409.9500015,5.187046643,0.059904331
214.6817678,420.3836124,5.166805452,-0.027769898
214.6374032,404.7629549,5.107287833,0.10757856
25.02591883,97.20947432,5.09424345,-0.039371659
28.83741445,99.59671512,5.09010563,-3.54988058
214.6939979,425.4504179,5.066805452,0.012230102
214.5298247,399.655667,5.027529024,0.15525279
25.02654717,102.2037178,4.99424345,0.000628341
25.24753387,104.5868208,4.99010563,-3.58988058
214.666228,430.4172233,4.966805452,-0.027769898
214.3745719,394.628138,4.947770215,0.202927019
24.98717551,107.0979612,4.89424345,-0.039371659
21.61765329,109.4769264,4.89010563,-3.62988058
214.1716449,389.6803678,4.868011406,0.250601248
214.6784581,435.2840288,4.866805452,0.012230102
24.98780385,111.8922047,4.79424345,0.000628341
17.94777271,114.267032,4.79010563,-3.66988058
213.9210436,384.8123564,4.788252596,0.298275478
214.7306882,440.0508342,4.766805452,0.052230102
-178.2615837,512.6129089,4.720937802,-0.006867928
213.6227681,380.0241038,4.708493787,0.345949707
24.94843219,116.5864481,4.69424345,-0.039371659
14.23789213,118.9571376,4.69010563,-3.70988058
12.86367215,65.60323246,4.683688804,1.349426157
214.8229183,444.7176397,4.666805452,0.092230102
213.2768184,375.31561,4.628734978,0.393623937
-178.2547158,507.8919711,4.626878657,-0.015252307
-178.2284516,517.2338467,4.620937802,0.033132072
24.94906053,121.1806916,4.59424345,0.000628341
10.48801155,123.5472433,4.59010563,-3.74988058
14.2530983,70.18692127,4.583688804,1.389426157
214.9551484,449.2844451,4.566805452,0.132230102
212.8831945,370.686875,4.548976169,0.441298166
-93.67587576,435.559867,4.547605826,0.032458094
-178.2394635,503.2650924,4.532819512,-0.023636686
-178.2353195,521.7547845,4.520937802,-0.006867928
24.90968887,125.674935,4.49424345,-0.039371659
6.698130972,128.0373489,4.49010563,-3.78988058
15.68252446,74.67061007,4.483688804,1.429426157
212.4418963,366.1378989,4.469217359,0.488972395
215.1273785,453.7512506,4.466805452,0.172230102
-93.70833386,431.0122612,4.45354668,-0.055926285
-93.68341767,440.0074729,4.447605826,-0.007541906
-178.2158268,498.7322729,4.438760367,-0.032021065
-178.2021875,526.1757223,4.420937802,0.033132072
24.91031722,130.0691785,4.39424345,0.000628341
12.12732189,66.68762793,4.393380565,0.029051331
2.868250392,132.4274545,4.39010563,-3.82988058
211.9529239,361.6686815,4.38945855,0.536646625
17.15195062,79.05429887,4.383688804,1.469426157
215.3396086,458.118056,4.366805452,0.212230102
-93.65240757,426.5587145,4.359487535,-0.064310665
-93.65095958,444.3550787,4.347605826,0.032458094
-178.1838057,494.2935126,4.344701221,-0.040405445
-178.2090554,530.4966601,4.320937802,-0.006867928
211.4162773,357.279223,4.309699741,0.584320854
24.87094556,134.3634219,4.29424345,-0.039371659
12.11637322,70.9810085,4.293380565,-0.010948669
-1.001630187,136.7175602,4.29010563,-3.86988058
18.66137677,83.33798768,4.283688804,1.509426157
215.5918387,462.3848615,4.266805452,0.252230102
-93.58809691,422.199227,4.26542839,-0.072695044
-178.1434003,489.9488113,4.250642076,-0.048789824
-93.65850148,448.6026845,4.247605826,-0.007541906
210.8319565,352.9695232,4.229940932,0.631995083
-178.1759233,534.7175979,4.220937802,0.033132072
24.8715739,138.5576654,4.19424345,0.000628341
12.14542455,75.17438906,4.193380565,0.029051331
-4.911510767,140.9076658,4.19010563,-3.90988058
20.21080293,87.52167648,4.183688804,1.549426157
-93.51540186,417.9337986,4.171369245,-0.081079423
215.8840688,466.5516669,4.166805452,0.292230102
-178.0946104,485.6981693,4.156582931,-0.057174203
210.1999614,348.7395823,4.150182122,0.679669313
-93.62604339,452.7502903,4.147605826,0.032458094
-178.1827913,538.8385357,4.120937802,-0.006867928
24.83220224,142.6519088,4.09424345,-0.039371659
12.13447588,79.26776963,4.093380565,-0.010948669
-8.861391347,144.9977714,4.09010563,-3.94988058
21.80022909,91.60536528,4.083688804,1.589426157
-93.43432244,413.7624294,4.077310099,-0.089463802
209.5202921,344.5894002,4.070423313,0.727343542
216.2162989,470.6184724,4.066805452,0.332230102
-178.0374362,481.5415863,4.062523786,-0.065558582
-93.6335853,456.7978962,4.047605826,-0.007541906
-178.1496592,542.8594735,4.020937802,0.033132072
-24.27118677,383.6363548,4.013139532,0.012473886
24.83283058,146.6461523,3.99424345,0.000628341
12.16352721,83.26115019,3.993380565,0.029051331
208.7929485,340.5189769,3.990664504,0.775017771
-12.85127193,148.9878771,3.99010563,-3.98988058
23.42965524,95.58905409,3.983688804,1.629426157
-93.34485864,409.6851193,3.983250954,-0.097848181
-177.9718777,477.4790626,3.96846464,-0.073942961
216.588529,474.5852778,3.966805452,0.372230102
-93.6011272,460.745502,3.947605826,0.032458094
-178.1565271,546.7804113,3.920937802,-0.006867928
-24.28366066,379.6232152,3.919080387,-0.075910494
-24.29871289,387.5494943,3.913139532,-0.027526114
208.0179308,336.5283123,3.910905695,0.822692001
24.79345892,150.5403957,3.89424345,-0.039371659
12.15257854,87.15453076,3.893380565,-0.010948669
-16.88115251,152.8779827,3.89010563,-4.02988058
-93.24701046,405.7018683,3.889191809,-0.10623256
25.0990814,99.47274289,3.883688804,1.669426157
-177.8979347,473.5105979,3.874405495,-0.08232734
217.0007591,478.4520833,3.866805452,0.412230102
-68.31721395,421.3039131,3.857656449,-0.020175521
-93.60866911,464.5931078,3.847605826,-0.007541906
207.1952388,332.6174067,3.831146885,0.87036623
-24.20775017,375.7041348,3.825021242,-0.084294873
-178.123395,550.6013491,3.820937802,0.033132072
-120.128167,235.8171569,3.814976761,-3.62988058
-24.286239,391.3626338,3.813139532,0.012473886
-93.1407779,401.8126765,3.795132664,-0.114616939
24.79408726,154.3346392,3.79424345,0.000628341
12.18162987,90.94791132,3.793380565,0.029051331
-20.95103309,156.6680883,3.79010563,-4.06988058
26.80850756,103.2564317,3.783688804,1.709426157
-177.8156074,469.6361924,3.78034635,-0.090711719
217.4529892,482.2188888,3.766805452,0.452230102
-68.29703843,417.4462567,3.763597304,-0.0285599
-68.29738947,425.0615696,3.757656449,0.019824479
206.3248725,328.7862598,3.751388076,0.918040459
-93.57621101,468.3407136,3.747605826,0.032458094
-116.4982864,232.0021802,3.74177168,-3.68988058
-24.12345529,371.8791136,3.730962097,-0.092679252
-178.130263,554.3222869,3.720937802,-0.006867928
-123.7980476,239.5321337,3.714976761,-3.66988058
-24.31376512,395.0757734,3.713139532,-0.027526114
-21.76452928,294.0149012,3.708193208,0.03832382
-93.02616096,398.0175438,3.701073518,-0.123001318
24.7547156,158.0288826,3.69424345,-0.039371659
12.1706812,94.64129189,3.693380565,-0.010948669
-25.06091367,160.3581939,3.69010563,-4.10988058
-177.7248956,465.8558461,3.686287205,-0.099096098
28.55793371,106.9401205,3.683688804,1.749426157
205.4068321,325.0348717,3.671629267,0.965714689
-68.26847853,413.6826594,3.669538159,-0.036944279
-112.8084058,228.2604085,3.668566599,-3.74988058
-245.3291233,549.3282168,3.667417451,-0.037763934
217.9452193,485.8856942,3.666805452,0.492230102
-68.31756499,428.719226,3.657656449,-0.020175521
-93.58375292,471.9883195,3.647605826,-0.007541906
-24.03077604,368.1481515,3.636902951,-0.101063631
-178.0971309,557.9432247,3.620937802,0.033132072
-127.5079282,243.1471104,3.614976761,-3.70988058
-21.8028531,290.306708,3.614134063,-0.050060559
-24.30129123,398.6889129,3.613139532,0.012473886
-21.76620547,297.6230944,3.608193208,-0.00167618
-92.90315964,394.3164703,3.607014373,-0.131385697
-109.0585253,224.5918419,3.595361519,-3.80988058
24.75534395,161.6231261,3.59424345,0.000628341
12.19973253,98.23467245,3.593380565,0.029051331
-177.6257995,462.1695589,3.592228059,-0.107480477
204.4411174,321.3632424,3.591870458,1.013388918
-29.21079424,163.9482996,3.59010563,-4.14988058
30.34735987,110.5238093,3.583688804,1.789426157
-68.23153425,410.0131212,3.575479013,-0.045328659
-245.2913594,545.6607994,3.573358306,-0.046148313
-245.3268873,552.8956343,3.567417451,0.002236066
218.4774494,489.4524997,3.566805452,0.532230102
-68.29774051,432.2768825,3.557656449,0.019824479
-93.55129483,475.5359253,3.547605826,0.032458094
-23.92971241,364.5112486,3.542843806,-0.10944801
-105.2486447,220.9964804,3.522156438,-3.86988058
-178.1039988,561.4641625,3.520937802,-0.006867928
-21.75279255,286.6925739,3.520074918,-0.058444939
-131.2578087,246.6620872,3.514976761,-3.74988058
-24.32881735,402.2020524,3.513139532,-0.027526114
-92.77177394,390.7094559,3.512955228,-0.139770077
203.4277285,317.771372,3.512111648,1.061063148
-21.72788165,301.1312876,3.508193208,0.03832382
-177.5183191,458.5773308,3.498168914,-0.115864857
24.71597229,165.1173695,3.49424345,-0.039371659
12.18878386,101.728053,3.493380565,-0.010948669
-33.40067482,167.4384052,3.49010563,-4.18988058
32.17678603,114.0074981,3.483688804,1.829426157
-68.18620559,406.4376422,3.481419868,-0.053713038
-245.2452111,542.087441,3.479299161,-0.054532692
-51.87768662,391.3760285,3.477336429,-0.016286093
-245.3646512,556.3630517,3.467417451,-0.037763934
219.0496795,492.9193051,3.466805452,0.572230102
-68.31791603,435.7345389,3.457656449,-0.020175521
-101.3787641,217.4743239,3.448951357,-3.92988058
-23.8202644,360.9684047,3.448784661,-0.117832389
-93.55883673,478.9835311,3.447605826,-0.007541906
202.3666653,314.2592603,3.432352839,1.108737377
-21.69434761,283.172499,3.426015773,-0.066829318
-178.0708668,564.8851003,3.420937802,0.033132072
-92.63200387,387.1965007,3.418896083,-0.148154456
-135.0476893,250.077064,3.414976761,-3.78988058
-24.31634346,405.615192,3.413139532,0.012473886
-21.72955783,304.5394808,3.408193208,-0.00167618
-177.4024542,455.0791619,3.404109769,-0.124249236
24.71660063,168.511613,3.39424345,0.000628341
12.21783519,105.1214336,3.393380565,0.029051331
-37.6305554,170.8285108,3.39010563,-4.22988058
-68.13249255,402.9562223,3.387360723,-0.062097417
-245.1906784,538.6081419,3.385240015,-0.062917071
34.04621218,117.3911869,3.383688804,1.869426157
-51.86140052,387.8986921,3.383277283,-0.024670472
-51.85397271,394.753365,3.377336429,0.023713907
-97.44888352,214.0253726,3.375746276,-3.98988058
-245.3624151,559.7304692,3.367417451,0.002236066
219.6619096,496.2861106,3.366805452,0.612230102
-68.29809155,439.0921954,3.357656449,0.019824479
159.0876592,236.4381293,3.356211891,1.391525047
-23.70243201,357.5196201,3.354725516,-0.126216768
201.2579279,310.8269075,3.35259403,1.156411606
-93.52637864,482.3311369,3.347605826,0.032458094
-21.62751829,279.7464832,3.331956627,-0.075213697
-92.48384941,383.7776046,3.324836937,-0.156538835
-178.0777347,568.2060381,3.320937802,-0.006867928
-138.8775699,253.3920407,3.314976761,-3.82988058
-24.34386957,408.9283315,3.313139532,-0.027526114
-177.278205,451.6750521,3.310050624,-0.132633615
-21.69123401,307.847674,3.308193208,0.03832382
-93.45900294,210.6496263,3.302541196,-4.04988058
24.67722897,171.8058564,3.29424345,-0.039371659
12.20688652,108.4148142,3.293380565,-0.010948669
-68.07039513,399.5688616,3.293301578,-0.070481796
-245.1277613,535.2229019,3.29118087,-0.07130145
-41.90043598,174.1186165,3.29010563,-4.26988058
-51.83673005,384.5154148,3.289218138,-0.033054851
35.95563834,120.6748757,3.283688804,1.909426157
-51.8702588,398.0307014,3.277336429,-0.016286093
157.6961342,233.0819174,3.276453082,1.439199276
200.1015163,307.4743135,3.27283522,1.204085836
-245.4001791,562.9978866,3.267417451,-0.037763934
-23.57621524,354.1648946,3.26066637,-0.134601147
-68.31826708,442.3498518,3.257656449,-0.020175521
160.5191842,239.6943412,3.256211891,1.431525047
-93.53392055,485.5787428,3.247605826,-0.007541906
-21.55230459,276.4145266,3.237897482,-0.083598076
-92.32731058,380.4527677,3.230777792,-0.164923214
-89.40912236,207.3470851,3.229336115,-4.10988058
-178.0446026,571.4269759,3.220937802,0.033132072
-177.1455713,448.3650015,3.215991478,-0.141017994
-142.7474505,256.6070175,3.214976761,-3.86988058
-24.33139569,412.141471,3.213139532,0.012473886
-21.69291019,311.0558672,3.208193208,-0.00167618
-67.99991334,396.27556,3.199242432,-0.078866175
-245.0564599,531.931721,3.197121725,-0.079685829
156.2569349,229.8054643,3.196694272,1.486873505
-51.8036752,381.2261967,3.195158993,-0.04143923
24.67785731,175.0000999,3.19424345,0.000628341
12.23593786,111.6081947,3.193380565,0.029051331
198.8974305,304.2014782,3.193076411,1.251760065
-46.21031656,177.3087221,3.19010563,-4.30988058
37.9050645,123.8585645,3.183688804,1.949426157
-51.84654489,401.2080378,3.177336429,0.023713907
-245.397943,566.1653041,3.167417451,0.002236066
-23.4416141,350.9042282,3.166607225,-0.142985526
-68.2984426,445.5075083,3.157656449,0.019824479
161.9907093,242.8505531,3.156211891,1.471525047
-85.29924178,204.117749,3.156131034,-4.16988058
-93.50146245,488.7263486,3.147605826,0.032458094
-21.46870652,273.1766291,3.143838337,-0.091982455
-92.16238736,377.2219899,3.136718647,-0.173307593
-117.8186443,476.6209839,3.130883109,0.007787622
-177.0045534,445.14901,3.121932333,-0.149402373
-178.0514705,574.5479137,3.120937802,-0.006867928
154.7700614,226.6087701,3.116935463,1.534547735
-146.6573311,259.7219943,3.114976761,-3.90988058
197.6456704,301.0084018,3.113317602,1.299434294
-24.3589218,415.2546106,3.113139532,-0.027526114
-21.65458637,314.1640604,3.108193208,0.03832382
-67.92104716,393.0763176,3.105183287,-0.087250554
-244.976774,528.7345993,3.10306258,-0.088070208
-51.76223597,378.0310377,3.101099848,-0.049823609
24.63848565,178.0943433,3.09424345,-0.039371659
12.22498919,114.7015753,3.093380565,-0.010948669
-50.56019714,180.3988277,3.09010563,-4.34988058
39.89449065,126.9422533,3.083688804,1.989426157
-81.1293612,200.9616179,3.082925953,-4.22988058
-7.525817321,340.1859513,3.08034635,0.029288281
-51.86283099,404.2853742,3.077336429,-0.016286093
-23.29862857,347.737621,3.07254808,-0.151369906
-245.4357069,569.2327215,3.067417451,-0.037763934
-68.31861812,448.5651647,3.057656449,-0.020175521
163.5022343,245.906765,3.056211891,1.511525047
