distance x,distance y,velocity x,velocity y
-21.37672406,270.0327908,3.049779192,-0.100366834
-93.50900436,491.7739544,3.047605826,-0.007541906
-91.98907977,374.0852713,3.042659502,-0.181691972
153.2355136,223.4918346,3.037176654,1.582221964
-117.8264319,473.4901007,3.036823964,-0.080596758
196.3462361,297.8950842,3.033558793,1.347108524
-117.8508566,479.651867,3.030883109,-0.032212378
-176.855151,442.0270777,3.027873188,-0.157786752
-178.0183385,577.5688515,3.020937802,0.033132072
-150.6072116,262.736971,3.014976761,-3.94988058
-24.34644792,418.2677501,3.013139532,0.012473886
-67.83379661,389.9711343,3.011124142,-0.095634933
-76.89948062,197.878692,3.009720873,-4.28988058
-244.8887038,525.6315367,3.009003434,-0.096454588
-21.65626255,317.1722536,3.008193208,-0.00167618
-51.71241236,374.9299378,3.007040702,-0.058207989
24.63911399,181.0885868,2.99424345,0.000628341
12.25404052,117.6949558,2.993380565,0.029051331
-54.95007772,183.3889334,2.99010563,-4.38988058
-7.555105602,337.1056049,2.986287205,-0.059096098
41.92391681,129.9259421,2.983688804,2.029426157
-7.53652904,343.1662976,2.98034635,-0.010711719
-23.14725866,344.6650729,2.978488935,-0.159754285
-51.83911708,407.2627107,2.977336429,0.023713907
-245.4334709,572.200139,2.967417451,0.002236066
-68.29879364,451.5228212,2.957656449,0.019824479
151.6532917,220.454658,2.957417845,1.629896193
165.0537594,248.8629769,2.956211891,1.551525047
-21.27635723,266.9830116,2.955720046,-0.108751213
194.9991276,294.8615254,2.953799983,1.394782753
-91.8073878,371.0426118,2.948600356,-0.190076351
-93.47654627,494.7215602,2.947605826,0.032458094
-117.7458351,470.4532768,2.942764818,-0.088981137
-72.60960004,194.8689711,2.936515792,-4.34988058
-176.6973642,438.9992045,2.933814042,-0.166171131
-117.843069,482.5827501,2.930883109,0.007787622
-178.0252064,580.4897893,2.920937802,-0.006867928
-67.73816168,386.9600102,2.917064997,-0.104019312
-154.5970922,265.6519478,2.914976761,-3.98988058
-244.7922493,522.6225333,2.914944289,-0.104838967
-24.37397403,421.1808896,2.913139532,-0.027526114
-51.65420437,371.9228971,2.912981557,-0.066592368
-21.69793873,320.0804468,2.908193208,-0.04167618
24.59974234,183.9828302,2.89424345,-0.039371659
12.24309185,120.5883364,2.893380565,-0.010948669
-7.496009503,334.1193177,2.892228059,-0.067480477
-59.3799583,186.279039,2.89010563,-4.42988058
-22.98750438,341.686584,2.884429789,-0.168138664
43.99334297,132.8096309,2.883688804,2.069426157
-7.50724076,346.046644,2.88034635,0.029288281
150.0233955,217.4972401,2.877659035,1.677570423
-51.85540317,410.1400471,2.877336429,-0.016286093
193.6043449,291.9077254,2.874041174,1.442456982
-245.4712348,575.0675564,2.867417451,-0.037763934
-68.25971946,191.9324553,2.863310711,-4.40988058
-21.16760601,264.0272915,2.861660901,-0.117135592
-68.31896916,454.3804776,2.857656449,-0.020175521
166.6452844,251.7191888,2.856211891,1.591525047
-91.61731145,368.0940114,2.854541211,-0.19846073
-117.656854,467.510512,2.848705673,-0.097365516
-93.48408817,497.5691661,2.847605826,-0.007541906
-265.2400319,602.9323074,2.84067044,0.023376918
-176.5311931,436.0653905,2.839754897,-0.17455551
-137.3576261,489.0691684,2.833708726,-0.018881967
-117.8752814,485.4136332,2.830883109,-0.032212378
-67.63414236,384.0429452,2.823005851,-0.112403691
-177.9920743,583.3107271,2.820937802,0.033132072
-244.6874103,519.707589,2.820885144,-0.113223346
-51.587612,369.0099156,2.818922412,-0.074976747
-158.6269728,268.4669245,2.814976761,-4.02988058
-24.36150015,423.9940291,2.813139532,0.012473886
-21.77961491,322.88864,2.808193208,-0.08167618
-7.428529026,331.2270896,2.798168914,-0.075864857
148.3458251,214.6195811,2.797900226,1.725244652
192.1618879,289.0336843,2.794282365,1.490131212
24.60037068,186.7770737,2.79424345,0.000628341
12.27214318,123.381717,2.793380565,0.029051331
-22.81936572,338.8021542,2.790370644,-0.176523043
-63.84983888,189.0691446,2.79010563,-4.46988058
-117.772099,483.6834976,2.784219156,0.006439665
46.10276912,135.5933197,2.783688804,2.109426157
-7.517952479,348.8269903,2.78034635,-0.010711719
-51.83168927,412.9173835,2.777336429,0.023713907
-21.05047042,261.1656306,2.767601756,-0.125519972
-245.4689987,577.8349739,2.767417451,0.002236066
-91.41885072,365.2394702,2.760482066,-0.20684511
-68.29914468,457.1381341,2.757656449,0.019824479
168.2768095,254.4754007,2.756211891,1.631525047
-117.5594885,464.6618063,2.754646528,-0.105749895
-93.45163008,500.3167719,2.747605826,0.032458094
-265.2634088,600.0916369,2.746611295,-0.065007461
-176.3566376,433.2256356,2.745695752,-0.18293989
-265.256655,605.6729778,2.74067044,-0.016623082
-137.3387442,486.2354597,2.73964958,-0.027266346
-137.3365081,491.8028771,2.733708726,0.021118033
-117.8674938,488.1445163,2.730883109,0.007787622
-67.52173867,381.2199393,2.728946706,-0.120788071
-244.5741869,516.8867038,2.726825999,-0.121607725
-51.51263526,366.1909932,2.724863267,-0.083361126
-177.9989423,586.031665,2.720937802,-0.006867928
146.6205804,211.8216808,2.718141417,1.772918881
-162.6968534,271.1819013,2.714976761,-4.06988058
190.6717567,286.2394019,2.714523556,1.537805441
-24.38902626,426.7071687,2.713139532,-0.027526114
-21.90129109,325.5968333,2.708193208,-0.12167618
-7.352664169,328.4289207,2.704109769,-0.084249236
-22.64284267,336.0117835,2.696311499,-0.184907422
24.56099902,189.4713171,2.69424345,-0.039371659
12.26119451,126.0750975,2.693380565,-0.010948669
-117.7785386,480.8992784,2.69016001,-0.081944714
-117.8056593,486.3677167,2.684219156,-0.033560335
48.25219528,138.2770085,2.683688804,2.149426157
-7.488664198,351.5073367,2.68034635,0.029288281
-51.84797536,415.59472,2.677336429,-0.016286093
-20.92495045,258.3980289,2.673542611,-0.133904351
-29.18724133,366.8149625,2.669432842,-0.009655115
-245.5067627,580.5023913,2.667417451,-0.037763934
-91.21200561,362.4789881,2.666422921,-0.215229489
-117.4537386,461.9071598,2.660587383,-0.114134274
-68.3193202,459.7957905,2.657656449,-0.020175521
169.9483345,257.1316126,2.656211891,1.671525047
-265.1984013,597.3450257,2.65255215,-0.07339184
-176.1736977,430.4799398,2.651636607,-0.191324269
-93.45917198,502.9643777,2.647605826,-0.007541906
-137.3114778,483.4958101,2.645590435,-0.035650725
-265.233278,608.3136483,2.64067044,0.023376918
144.8476615,209.1035394,2.638382608,1.820593111
-67.4009506,378.4909926,2.634887561,-0.12917245
189.1339512,283.5248783,2.634764746,1.58547967
-137.3553901,494.4365858,2.633708726,-0.018881967
-244.4525792,514.1598778,2.632766853,-0.129992104
-117.8997061,490.7753994,2.630883109,-0.032212378
-51.42927413,363.4661299,2.630804121,-0.091745505
-177.9658102,588.6526028,2.620937802,0.033132072
-166.806734,273.7968781,2.614976761,-4.10988058
-24.37655238,429.3203082,2.613139532,0.012473886
-7.268414934,325.724811,2.610050624,-0.092633615
-22.06296727,328.2050265,2.608193208,-0.16167618
-22.45793525,333.315472,2.602252354,-0.193291801
-117.6965939,478.2091184,2.596100865,-0.090329093
24.56162736,192.0655606,2.59424345,0.000628341
12.29024584,128.6684781,2.593380565,0.029051331
-117.7992196,488.9519359,2.584219156,0.006439665
50.44162144,140.8606973,2.583688804,2.189426157
-7.499375917,354.087683,2.58034635,-0.010711719
-20.7910461,255.7244863,2.579483465,-0.14228873
-51.82426145,418.1720564,2.577336429,0.023713907
-29.17758622,364.1455297,2.575373696,-0.018039494
-90.99677612,359.8125652,2.572363775,-0.223613868
-29.15689645,369.3843953,2.569432842,0.030344885
-245.5045266,583.0698088,2.567417451,0.002236066
-117.3396043,459.2465724,2.566528237,-0.122518653
143.0270684,206.4651568,2.558623798,1.86826734
-265.1250095,594.6924735,2.558493004,-0.08177622
-68.29949572,462.353447,2.557656449,0.019824479
-175.9823734,427.8283032,2.557577461,-0.199708648
171.6598596,259.6878244,2.556211891,1.711525047
187.5484716,280.8901136,2.555005937,1.6331539
-137.2758271,480.8502196,2.55153129,-0.044035104
13.65644916,305.498605,2.549673875,-0.03307767
-93.42671389,505.5119835,2.547605826,0.032458094
-67.27177815,375.8561051,2.540828416,-0.137556829
-265.2499011,610.8543187,2.54067044,-0.016623082
-244.3225871,511.527111,2.538707708,-0.138376483
-210.0453178,591.1835312,2.536744976,-0.020129884
-51.33752862,360.8353258,2.536744976,-0.100129884
-137.334272,496.9702946,2.533708726,0.021118033
-117.8919185,493.3062825,2.530883109,0.007787622
-177.9726781,591.1735406,2.520937802,-0.006867928
-7.175781319,323.1147603,2.515991478,-0.101017994
-170.9566145,276.3118548,2.514976761,-4.14988058
-24.40407849,431.8334477,2.513139532,-0.027526114
-22.26464345,330.7132197,2.508193208,-0.20167618
-117.6062648,475.6130175,2.50204172,-0.098713472
24.5222557,194.559804,2.49424345,-0.039371659
12.27929717,131.1618587,2.493380565,-0.010948669
-20.64875737,253.1450028,2.48542432,-0.150673109
-117.83278,491.436155,2.484219156,-0.033560335
52.67104759,143.3443861,2.483688804,2.229426157
-29.15954672,361.570156,2.481314551,-0.026423873
-7.470087637,356.5680294,2.48034635,0.029288281
141.1588011,203.906533,2.478864989,1.91594157
-90.77316225,357.2402014,2.47830463,-0.231998247
-51.84054755,420.6493928,2.477336429,-0.016286093
185.9153177,278.3351077,2.475247128,1.680828129
-117.2170856,456.6800441,2.472469092,-0.130903032
-96.02533616,445.0119865,2.469511829,-0.030121988
-29.16655156,371.8538282,2.469432842,-0.009655115
-245.5422905,585.5372262,2.467417451,-0.037763934
-265.0432333,592.1339805,2.464433859,-0.090160599
-175.7826648,425.2707257,2.463518316,-0.208093027
-68.31967124,464.8111034,2.457656449,-0.020175521
-137.231792,478.2986884,2.457472145,-0.052419483
173.4113846,262.1440363,2.456211891,1.751525047
13.68952683,302.9489311,2.455614729,-0.041462049
13.66337149,307.9482789,2.449673875,0.00692233
-93.4342558,507.9595894,2.447605826,-0.007541906
-67.13422132,373.3152767,2.44676927,-0.145941208
-244.1842106,508.9884033,2.444648563,-0.146760862
-210.0251879,588.6467862,2.442685831,-0.028514263
-51.23739874,358.2985808,2.442685831,-0.108514263
-265.2265242,613.2949891,2.44067044,0.023376918
-210.0254477,593.6202762,2.436744976,0.019870116
-137.353154,499.4040033,2.433708726,-0.018881967
-117.9241309,495.7371656,2.430883109,-0.032212378
-7.074763325,320.5987689,2.421932333,-0.109402373
-177.939546,593.5944784,2.420937802,0.033132072
-175.1464951,278.7268316,2.414976761,-4.18988058
-24.3916046,434.2465873,2.413139532,0.012473886
-117.5075514,473.1109758,2.407982575,-0.107097851
139.2428595,201.427668,2.39910618,1.963615799
184.2344895,275.8598605,2.395488319,1.728502359
24.52288404,196.9540475,2.39424345,0.000628341
12.3083485,133.5552392,2.393380565,0.029051331
-15.34836048,198.120659,2.392359705,0.018408067
-20.49808426,250.6595785,2.391365175,-0.159057488
-29.13312285,359.0888414,2.387255406,-0.034808252
-90.541164,354.7618968,2.384245485,-0.240382626
-117.8263403,493.8203742,2.384219156,0.006439665
54.94047375,145.7280749,2.383688804,2.269426157
-7.480799356,358.9483757,2.38034635,-0.010711719
-117.0861826,454.207575,2.378409947,-0.139287411
-51.81683364,423.0267292,2.377336429,0.023713907
-95.99521417,442.5424747,2.375452684,-0.038506367
-264.9530727,589.6695466,2.370374714,-0.098544978
-96.01545814,447.3814983,2.369511829,0.009878012
-175.5745718,422.8072074,2.369459171,-0.216477406
-29.13620668,374.223261,2.369432842,0.030344885
-245.5400545,587.9046437,2.367417451,0.002236066
-137.1793725,475.8412162,2.363412999,-0.060803862
13.73098888,300.4933164,2.361555584,-0.049846428
-68.29984677,467.1687599,2.357656449,0.019824479
175.2029097,264.5002482,2.356211891,1.791525047
-66.98828012,370.8685074,2.352710125,-0.154325587
-293.0791406,583.2722453,2.35252582,-0.026569549
-244.0374498,506.5437547,2.350589418,-0.155145241
13.63029382,310.2979527,2.349673875,-0.03307767
-209.9966737,586.2041004,2.348626686,-0.036898642
-51.12888448,355.855895,2.348626686,-0.116898642
-93.4017977,510.3071952,2.347605826,0.032458094
11.39500744,165.2354575,2.345853727,0.016126364
-265.2431473,615.6356596,2.34067044,-0.016623082
-210.0455776,595.9570212,2.336744976,-0.020129884
-137.332036,501.737712,2.333708726,0.021118033
-117.9163433,498.0680487,2.330883109,0.007787622
-6.965360952,318.1768365,2.327873188,-0.117786752
-177.946414,595.9154162,2.320937802,-0.006867928
137.2792437,199.0285619,2.31934737,2.011290028
182.5059872,273.4643722,2.315729509,1.776176588
-179.3763757,281.0418083,2.314976761,-4.22988058
-117.4004535,470.7029932,2.313923429,-0.115482231
-24.41913072,436.5597268,2.313139532,-0.027526114
-187.4529629,406.7,2.3,0.04
-15.36676854,195.7282993,2.29830056,-0.069976312
-20.33902677,248.2682133,2.297306029,-0.167441867
24.48351238,199.2482909,2.29424345,-0.039371659
12.29739983,135.8486198,2.293380565,-0.010948669
-29.0983146,356.701586,2.293196261,-0.043192631
-15.36995241,200.4130187,2.292359705,-0.021591933
-90.30078138,352.3776513,2.29018634,-0.248767005
